# n, w
0.0000000000,0.9740595940
1.0000000000,0.9740595940
2.0000000000,0.9796480856
3.0000000000,0.9796480856
4.0000000000,0.9848855222
5.0000000000,0.9848855222
6.0000000000,0.9848855222
7.0000000000,0.9848855222
8.0000000000,0.9848855222
9.0000000000,0.9848855222
10.0000000000,0.9882531852
11.0000000000,0.9883680929
12.0000000000,0.9883680929
13.0000000000,0.9884754588
14.0000000000,0.9884754588
15.0000000000,0.9884754588
16.0000000000,0.9884754588
17.0000000000,0.9884754588
18.0000000000,0.9884754588
19.0000000000,0.9884754588
20.0000000000,0.9884754588
0.0000000000,0.9830065696
1.0000000000,0.9830065696
2.0000000000,0.9845459716
3.0000000000,0.9845459716
4.0000000000,0.9845459716
5.0000000000,0.9845459716
6.0000000000,0.9845459716
7.0000000000,0.9845459716
8.0000000000,0.9845459716
9.0000000000,0.9845459716
10.0000000000,0.9891572095
11.0000000000,0.9896118338
12.0000000000,0.9896118338
13.0000000000,0.9896118338
14.0000000000,0.9896118338
15.0000000000,0.9896118338
16.0000000000,0.9896118338
17.0000000000,0.9896668773
18.0000000000,0.9896668773
19.0000000000,0.9896668773
20.0000000000,0.9896668773
0.0000000000,0.9879058869
1.0000000000,0.9879058869
2.0000000000,0.9903976891
3.0000000000,0.9903976891
4.0000000000,0.9903976891
5.0000000000,0.9903976891
6.0000000000,0.9904140527
7.0000000000,0.9904140527
8.0000000000,0.9904140527
9.0000000000,0.9904140527
10.0000000000,0.9904140527
11.0000000000,0.9904140527
12.0000000000,0.9904140527
13.0000000000,0.9904140527
14.0000000000,0.9904140527
15.0000000000,0.9904140527
16.0000000000,0.9904140527
17.0000000000,0.9904140527
18.0000000000,0.9904140527
19.0000000000,0.9904140527
20.0000000000,0.9904140527
